auteur,avis,contributions,hotel,nb_avis_total,note,note_moyenne,sentiment_label,sentiment_score,sentiment_num,sentiment_z,sentiment_polarity,langue,avis_clean,topic_id,topic_score,topic_label,macro_topic,nb_mots,influence_score,influential_flag
Dgé Lili,Bon hôtel accueil très courtois petit déjeuner varié,339,BW_Bretagne,549,5.0,3.8,4 stars,0.4974798560142517,4,0.5,pos,fr,bon hôtel accueil très courtois petit déjeuner varié,2,0.1632696979465999,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,8,0.2747039447509494,0
Frederic Menanteau,Très bonne prestations je recommande Très proche de la gare,42,BW_Bretagne,549,5.0,3.8,5 stars,0.623510479927063,5,1.0,pos,fr,très bonne prestations je recommande très proche de la gare,7,0.0453363125390896,"agréable, super, accueil, séjour",Accueil / Service,10,0.4263318031229691,0
Didier Fabriano,Super séjour personnel au top.,12,BW_Bretagne,549,5.0,3.8,5 stars,0.7909017205238342,5,1.0,pos,fr,super séjour personnel au top,7,0.1515052401802043,"agréable, super, accueil, séjour",Accueil / Service,5,0.466749471121131,0
Pierre Vicard,Très bon accueil et proximité immédiate de la gare Montparnasse,23,BW_Bretagne,549,5.0,3.8,5 stars,0.5736548900604248,5,1.0,pos,fr,très bon accueil et proximité immédiate de la gare montparnasse,7,0.0349140734451975,"agréable, super, accueil, séjour",Accueil / Service,10,0.4218841073203208,0
Laurent Doudet,Tres bien pour une nuit !,235,BW_Bretagne,549,5.0,3.8,5 stars,0.566389799118042,5,1.0,pos,fr,tres bien pour une nuit,3,0.0356777849626219,"chambre, petite, chambre petite, lit",Chambre / Confort,5,0.4173200460463806,0
Julien,"Super, tout été trés bien à recommander",2,BW_Bretagne,549,5.0,3.8,5 stars,0.7876285314559937,5,1.0,pos,fr,super tout été trés bien à recommander,7,0.0722699004051935,"agréable, super, accueil, séjour",Accueil / Service,7,0.434891740031979,0
Emilie Bolatre,"Chambre confortable et climatisée où nous avons très bien dormi. Le tarif est très raisonnable, d’autant que le petit-déjeuner inclus était excellent. Petit plus très appréciable : la machine Nespresso avec capsules offertes, ainsi que des boissons sans alcool mises à disposition. Le tout dans un quartier calme, idéal pour se reposer",16,BW_Bretagne,549,5.0,3.8,5 stars,0.5487874746322632,5,1.0,pos,fr,chambre confortable et climatisée où nous avons très bien dormi le tarif est très raisonnable d autant que le petit-déjeuner inclus était excellent petit plus très appréciable la machine nespresso avec capsules offertes ainsi que des boissons sans alcool mises à disposition le tout dans un quartier calme idéal pour se reposer,2,0.1106973027938425,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,53,0.4962784284907855,1
Alina Petrova,"Je recommande vivement cet hôtel. Je suis tout simplement ravie, c'est le meilleur hôtel que j'aie jamais visité. Le personnel de la réception est très sympathique et agréable. J'ai apprécié le fait que la réception soit ouverte 24h/24 et",2,BW_Bretagne,549,5.0,3.8,5 stars,0.900950253009796,5,1.0,pos,fr,je recommande vivement cet hôtel je suis tout simplement ravie c'est le meilleur hôtel que j'aie jamais visité le personnel de la réception est très sympathique et agréable j'ai apprécié le fait que la réception soit ouverte h et,7,0.1269496714390067,"agréable, super, accueil, séjour",Accueil / Service,43,0.4934341839268219,1
Alexandra Sykes,"Les chambres étaient superbes, très confortables et parfaites pour les familles. La douche était incroyable, offrant une sensation de fraîcheur après une longue journée. De plus, le personnel de la réception était agréable et sympathique,",13,BW_Bretagne,549,5.0,3.8,5 stars,0.6833839416503906,5,1.0,pos,fr,les chambres étaient superbes très confortables et parfaites pour les familles la douche était incroyable offrant une sensation de fraîcheur après une longue journée de plus le personnel de la réception était agréable et sympathique,5,0.0749974890907158,"personnel, sympathique, personnel sympathique, serviable",Accueil / Service,35,0.4634396029632387,0
Trip.com Member,"Emplacement idéal à proximité de la gare Montparnasse et de la station Pernille. De nombreux cafés et restaurants sont à proximité, ainsi qu'un supermarché. La chambre est compacte et offre tout le nécessaire. Un petit plus : un",0,BW_Bretagne,549,5.0,3.8,5 stars,0.556652843952179,5,1.0,pos,fr,emplacement idéal à proximité de la gare montparnasse et de la station pernille de nombreux cafés et restaurants sont à proximité ainsi qu'un supermarché la chambre est compacte et offre tout le nécessaire un petit plus un,6,0.0865935905439289,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,38,0.4713222304512879,0
Yanjela,J'y suis resté une nuit et le personnel de la réception était très sympathique et arrangeant. L'emplacement est idéal pour accéder à tous les sites touristiques et aux nombreux cafés situés juste devant l'hôtel. Les chambres étaient,4,BW_Bretagne,549,5.0,3.8,5 stars,0.4449727237224579,5,1.0,pos,fr,j'y suis resté une nuit et le personnel de la réception était très sympathique et arrangeant l'emplacement est idéal pour accéder à tous les sites touristiques et aux nombreux cafés situés juste devant l'hôtel les chambres étaient,6,0.1007845274856626,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,40,0.4793342101859494,0
Zachary Nelson,"Hôtel typiquement parisien. Les chambres n'étaient pas immenses, mais 4 d'entre nous ont pu se déplacer avec tous nos bagages. Le personnel était super. L'emplacement était fantastique, à 7 minutes à pied des catacombes ! La seule chose",102,BW_Bretagne,549,5.0,3.8,4 stars,0.3470734357833862,4,0.5,pos,fr,hôtel typiquement parisien les chambres n'étaient pas immenses mais d'entre nous ont pu se déplacer avec tous nos bagages le personnel était super l'emplacement était fantastique à minutes à pied des catacombes la seule chose,6,0.0637645646892876,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,40,0.2635359223458511,0
juliano martins da fonte,"Nous avons séjourné du 23 au 28 avril 2024, deux adultes et deux enfants. La chambre était confortable et très propre. Le minibar était réapprovisionné quotidiennement en boissons gratuites, et une machine à café Nespresso avec capsules et",16,BW_Bretagne,549,5.0,3.8,5 stars,0.5923531651496887,5,1.0,pos,fr,nous avons séjourné du au avril deux adultes et deux enfants la chambre était confortable et très propre le minibar était réapprovisionné quotidiennement en boissons gratuites et une machine à café nespresso avec capsules et,9,0.0739708965570967,"propre, hôtel propre, chambre propre, confortable",Propreté,38,0.46593548941056,0
Hyun Seok Lee,"Bien qu'il soit un peu éloigné des principales attractions touristiques, il est très pratique car il y a de nombreux restaurants, boulangeries et épiceries à proximité. La propreté et les équipements des chambres récemment rénovées sont",6,BW_Bretagne,549,5.0,3.8,4 stars,0.5620856881141663,4,0.5,pos,fr,bien qu'il soit un peu éloigné des principales attractions touristiques il est très pratique car il y a de nombreux restaurants boulangeries et épiceries à proximité la propreté et les équipements des chambres récemment rénovées sont,4,0.0331470999683054,"chambres, petites, chambres petites, propres",Chambre / Confort,37,0.2475359184663615,0
Rerovie,"Excellente expérience ! Chambres agréables, propres et bien tenues, réceptionnistes disponibles 24h/24 et 7j/7. Ascenseur pratique (bien que petit). Un service de petit-déjeuner est disponible, mais je ne l'ai pas utilisé car il y a un",3,BW_Bretagne,549,5.0,3.8,5 stars,0.5696336030960083,5,1.0,pos,fr,excellente expérience chambres agréables propres et bien tenues réceptionnistes disponibles h et j ascenseur pratique bien que petit un service de petit-déjeuner est disponible mais je ne l'ai pas utilisé car il y a un,2,0.1226906833603815,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,39,0.4877046781708894,0
Trip.com Member,"Je séjourne toujours ici lors de mes visites à Paris. L'emplacement est super pratique, proche de tout. Les chambres sont confortables et bien entretenues ; je recommande vivement !",0,BW_Bretagne,549,5.0,3.8,5 stars,0.7236859798431396,5,1.0,pos,fr,je séjourne toujours ici lors de mes visites à paris l'emplacement est super pratique proche de tout les chambres sont confortables et bien entretenues je recommande vivement,7,0.0849855684269211,"agréable, super, accueil, séjour",Accueil / Service,28,0.4608560550996182,0
Ivan Cossalter,"Un bel hôtel au centre de Paris, à environ 200 mètres de la station de métro Parnety. La chambre pour quatre personnes était propre, confortable et très calme.",10,BW_Bretagne,549,5.0,3.8,4 stars,0.4657053649425506,4,0.5,pos,fr,un bel hôtel au centre de paris à environ mètres de la station de métro parnety la chambre pour quatre personnes était propre confortable et très calme,9,0.1405962457739061,"propre, hôtel propre, chambre propre, confortable",Propreté,28,0.2845879397733795,0
Tommy Mallory,"L'endroit idéal pour se détendre et profiter d'un moment de calme. Paris, la ville de la beauté, nous offre à nouveau ses plus beaux atouts. Dès notre arrivée, nous avons bénéficié d'un service client exceptionnel et de classe mondiale. Nous avons hâte d'y retourner.",828,BW_Bretagne,549,5.0,3.8,5 stars,0.8697834014892578,5,1.0,pos,fr,l'endroit idéal pour se détendre et profiter d'un moment de calme paris la ville de la beauté nous offre à nouveau ses plus beaux atouts dès notre arrivée nous avons bénéficié d'un service client exceptionnel et de classe mondiale nous avons hâte d'y retourner,6,0.040882186607185,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,48,0.4615948168105178,0
Rafag71,"Nous avons passé une semaine dans cet hôtel, choisi un peu par hasard. L'emplacement était parfait : à proximité du métro, mais aussi à moins d'une demi-heure de marche, et on peut se promener dans un magnifique parc tout en étant en plein",0,BW_Bretagne,549,5.0,3.8,5 stars,0.5357264876365662,5,1.0,pos,fr,nous avons passé une semaine dans cet hôtel choisi un peu par hasard l'emplacement était parfait à proximité du métro mais aussi à moins d'une demi-heure de marche et on peut se promener dans un magnifique parc tout en étant en plein,6,0.0991380157815682,"emplacement, excellent, excellent emplacement, parfait",Localisation / Transports,45,0.4835215360338974,0
Mari Bell,"L'hôtel est propre et accueillant. Il peut être consommé gratuitement depuis le minibar. Je ne recommande pas le petit-déjeuner, trop cher pour moi (13 euros par personne) également car il y a une boulangerie à proximité où l'on prépare de",19,BW_Bretagne,549,5.0,3.8,3 stars,0.5152093768119812,3,0.0,neu,fr,l'hôtel est propre et accueillant il peut être consommé gratuitement depuis le minibar je ne recommande pas le petit-déjeuner trop cher pour moi euros par personne également car il y a une boulangerie à proximité où l'on prépare de,2,0.1116882234868233,"petit, déjeuner, petit déjeuner, copieux",Petit-déjeuner,43,0.0869213532972654,0
Erich Zirnhelt,J'ai adoré cet endroit ! Ne vous attendez pas à un nouvel hôtel brillant et poli - celui-ci a du charme et de l'histoire qui transpirent à travers le plâtre.,346,BW_Bretagne,549,5.0,3.8,5 stars,0.7930673956871033,5,1.0,pos,fr,j'ai adoré cet endroit ne vous attendez pas à un nouvel hôtel brillant et poli - celui-ci a du charme et de l'histoire qui transpirent à travers le plâtre,0,0.0146870606049026,"situé, hôtel, hôtel situé, métro",Localisation / Transports,31,0.4337901166747601,0
Holly King,"Nous avons séjourné ici pour notre voyage d'anniversaire à Paris. Hôtel très calme et chaleureux. Les chambres étaient très propres et confortables. Le personnel était très sympathique, serviable et professionnel. L'hôtel est bien situé, à seulement quelques rues du métro. Nous y retournerions sans hésiter.",4,BW_Bretagne,549,5.0,3.8,5 stars,0.7029584050178528,5,1.0,pos,fr,nous avons séjourné ici pour notre voyage d'anniversaire à paris hôtel très calme et chaleureux les chambres étaient très propres et confortables le personnel était très sympathique serviable et professionnel l'hôtel est bien situé à seulement quelques rues du métro nous y retournerions sans hésiter,5,0.1393886504075992,"personnel, sympathique, personnel sympathique, serviable",Accueil / Service,47,0.5026545049307303,1
Marcos Augusto Machado,"L'hôtel est très bien situé, loin de l'agitation, mais à proximité immédiate de la station de métro Pernety, ce qui facilite les déplacements. Les chambres sont bien équipées. Nous proposons un petit-déjeuner complet à l'hôtel pour 13 €. La",37,BW_Bretagne,549,5.0,3.8,4 stars,0.4906294047832489,4,0.5,pos,fr,l'hôtel est très bien situé loin de l'agitation mais à proximité immédiate de la station de métro pernety ce qui facilite les déplacements les chambres sont bien équipées nous proposons un petit-déjeuner complet à l'hôtel pour la,0,0.1022575786249904,"situé, hôtel, hôtel situé, métro",Localisation / Transports,42,0.2819188257244593,0
mariH5777SC,"L'hôtel est situé dans le quartier calme de Montparnasse, à 15 minutes à pied de la célèbre Tour Montparnasse, le plus haut gratte-ciel de Paris. Vous trouverez des restaurants et des brasseries dans la rue adjacente, et une",0,BW_Bretagne,549,5.0,3.8,4 stars,0.4063302278518677,4,0.5,pos,fr,l'hôtel est situé dans le quartier calme de montparnasse à minutes à pied de la célèbre tour montparnasse le plus haut gratte-ciel de paris vous trouverez des restaurants et des brasseries dans la rue adjacente et une,0,0.1291211964017032,"situé, hôtel, hôtel situé, métro",Localisation / Transports,40,0.2914268979724702,0
